EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
69340,60,No,Travel_Frequently,Research & Development,8,4,Technical Degree,3,Female,2,4,Manufacturing Director,3,Married,111058,9,No,22,3,3,2,29,1,4,2,15,5,0
69341,35,No,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,4,4,Human Resources,3,Divorced,168270,9,Yes,16,3,2,3,21,0,2,6,1,4,6
69342,37,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,5,Manager,3,Divorced,240745,9,No,13,3,4,0,10,4,2,6,4,5,9
69343,47,No,Non-Travel,Sales,14,2,Other,1,Male,4,2,Sales Executive,1,Married,53030,2,No,24,3,2,1,6,1,3,39,6,7,0
69344,52,No,Travel_Frequently,Research & Development,20,5,Other,1,Male,3,2,Manager,2,Single,61283,2,No,19,3,1,0,2,4,3,3,8,1,9
69345,50,No,Travel_Rarely,Human Resources,30,2,Technical Degree,3,Male,2,2,Research Scientist,2,Single,107305,0,No,16,3,1,1,38,6,4,5,16,6,7
69346,34,No,Travel_Frequently,Sales,25,1,Life Sciences,1,Male,2,2,Healthcare Representative,4,Single,104019,9,Yes,23,3,2,3,40,5,2,5,2,14,13
69347,52,No,Travel_Rarely,Research & Development,5,1,Life Sciences,3,Female,1,5,Manufacturing Director,2,Divorced,163061,4,No,10,4,2,3,32,5,2,2,1,0,13
69348,29,No,Travel_Rarely,Research & Development,21,1,Medical,4,Male,4,2,Research Scientist,4,Single,208418,1,No,19,3,1,3,37,5,2,25,5,1,3
69349,19,No,Travel_Frequently,Research & Development,16,5,Marketing,3,Male,3,3,Manager,1,Divorced,222207,3,No,22,4,2,2,4,1,2,16,2,14,0
69350,51,Yes,Travel_Frequently,Research & Development,16,3,Life Sciences,1,Female,4,4,Healthcare Representative,1,Divorced,174986,5,Yes,24,3,1,0,12,6,1,2,8,4,1
69351,29,No,Travel_Frequently,Sales,27,1,Life Sciences,2,Male,3,1,Research Scientist,2,Single,40757,9,Yes,17,3,1,0,12,1,2,17,0,4,13
69352,43,No,Travel_Rarely,Research & Development,7,5,Human Resources,3,Male,2,3,Research Scientist,1,Single,168583,0,No,25,3,4,3,22,0,2,40,13,5,4
69353,49,No,Travel_Rarely,Human Resources,12,3,Technical Degree,1,Female,1,2,Manager,4,Divorced,150260,4,Yes,25,3,1,2,13,1,1,26,14,3,1
69354,38,No,Travel_Rarely,Human Resources,4,1,Technical Degree,1,Female,3,4,Laboratory Technician,4,Single,73878,1,Yes,11,4,4,0,38,2,3,31,14,10,0
69355,22,No,Travel_Rarely,Research & Development,30,4,Marketing,2,Female,2,4,Laboratory Technician,4,Divorced,33111,3,No,24,4,3,1,1,4,3,21,4,9,6
69356,45,No,Non-Travel,Research & Development,16,5,Marketing,3,Female,4,4,Human Resources,1,Single,57172,6,Yes,11,3,2,1,36,1,2,28,17,13,17
69357,40,No,Travel_Rarely,Sales,14,1,Life Sciences,1,Male,3,2,Healthcare Representative,1,Divorced,137746,6,No,12,3,2,1,29,5,2,21,6,13,2
69358,49,No,Non-Travel,Research & Development,30,1,Other,3,Female,4,1,Sales Executive,4,Married,215799,0,Yes,16,3,1,1,12,1,1,33,10,5,17
69359,22,No,Travel_Frequently,Human Resources,3,1,Marketing,3,Female,1,5,Healthcare Representative,2,Married,209130,7,Yes,10,3,2,3,15,1,4,14,13,1,16
69360,52,No,Travel_Rarely,Research & Development,30,3,Marketing,3,Female,3,1,Research Scientist,3,Divorced,15727,6,Yes,10,4,4,3,10,1,2,30,3,1,10
69361,23,No,Non-Travel,Sales,8,2,Marketing,3,Male,2,2,Laboratory Technician,3,Married,217407,6,No,12,3,1,0,24,0,2,7,13,11,4
69362,36,Yes,Travel_Rarely,Research & Development,15,5,Human Resources,1,Male,3,3,Laboratory Technician,3,Divorced,53213,3,Yes,22,3,2,2,25,6,4,37,6,5,12
69363,57,Yes,Travel_Frequently,Research & Development,28,3,Marketing,4,Male,2,5,Research Scientist,2,Married,196320,3,Yes,16,3,2,0,38,6,1,30,13,10,15
69364,23,No,Travel_Frequently,Human Resources,21,3,Technical Degree,2,Male,4,4,Manufacturing Director,3,Married,58890,0,No,18,3,4,2,2,5,2,26,11,12,5
69365,31,No,Non-Travel,Human Resources,24,2,Life Sciences,1,Female,4,1,Manufacturing Director,1,Divorced,53616,3,Yes,12,4,4,3,23,2,3,29,14,11,2
69366,20,No,Non-Travel,Research & Development,25,4,Marketing,4,Male,1,3,Manufacturing Director,1,Married,205020,3,Yes,20,4,4,1,5,3,1,40,4,12,7
69367,28,No,Travel_Frequently,Sales,11,4,Human Resources,1,Female,1,1,Healthcare Representative,1,Single,117320,8,No,21,3,3,3,3,0,1,9,17,2,7
69368,56,No,Travel_Frequently,Human Resources,16,2,Human Resources,4,Male,1,5,Manager,1,Single,246559,2,Yes,22,3,1,2,5,6,4,37,8,15,5
69369,58,No,Non-Travel,Research & Development,17,3,Technical Degree,2,Male,1,1,Healthcare Representative,4,Divorced,36560,9,Yes,15,3,1,1,39,5,1,34,9,7,11
69370,41,No,Non-Travel,Sales,7,3,Life Sciences,4,Female,1,4,Manager,2,Divorced,68002,0,No,14,3,2,1,37,1,3,32,3,15,0
69371,60,Yes,Travel_Rarely,Human Resources,23,3,Marketing,3,Female,2,1,Manufacturing Director,3,Married,15154,7,Yes,24,3,1,1,28,2,2,12,3,7,6
69372,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,Female,3,5,Sales Executive,2,Divorced,172942,5,No,23,4,4,2,10,2,4,19,6,10,17
69373,48,No,Non-Travel,Human Resources,19,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,Married,118257,4,Yes,16,3,2,3,16,6,3,3,13,7,1
69374,27,No,Non-Travel,Human Resources,6,5,Marketing,3,Female,3,2,Healthcare Representative,4,Single,145393,8,No,15,3,3,2,12,4,1,14,18,14,2
69375,43,No,Travel_Frequently,Human Resources,11,4,Life Sciences,4,Male,3,3,Human Resources,4,Married,147857,5,No,25,3,2,1,1,3,2,0,9,10,0
69376,46,No,Travel_Frequently,Human Resources,3,4,Technical Degree,1,Female,3,1,Human Resources,1,Divorced,188383,8,No,22,3,2,3,24,1,2,32,15,3,1
69377,19,No,Non-Travel,Research & Development,12,4,Life Sciences,4,Male,3,2,Research Scientist,4,Married,96295,0,Yes,14,3,4,1,17,2,2,12,3,3,16
69378,47,No,Travel_Frequently,Research & Development,26,5,Technical Degree,3,Male,2,3,Sales Executive,1,Divorced,145385,9,Yes,20,3,1,0,35,1,4,29,5,9,14
69379,56,No,Non-Travel,Sales,22,3,Marketing,4,Male,1,5,Laboratory Technician,2,Single,84194,0,No,22,3,2,2,37,3,2,39,3,11,17
69380,27,Yes,Non-Travel,Human Resources,6,1,Medical,4,Male,2,3,Sales Executive,3,Single,110757,6,No,17,3,1,3,10,4,1,22,1,11,7
69381,29,No,Travel_Rarely,Human Resources,24,2,Marketing,4,Male,1,5,Human Resources,4,Married,96717,7,No,24,3,4,0,3,6,3,20,16,2,3
69382,37,No,Non-Travel,Sales,21,2,Medical,2,Male,4,3,Laboratory Technician,2,Divorced,197070,9,Yes,18,4,1,3,20,5,3,5,5,6,14
69383,58,No,Travel_Frequently,Research & Development,6,1,Life Sciences,4,Female,3,3,Human Resources,1,Single,170431,1,No,12,3,4,1,11,2,2,18,17,8,16
69384,36,No,Travel_Rarely,Human Resources,13,3,Technical Degree,2,Male,4,5,Laboratory Technician,4,Single,181746,6,No,21,3,4,0,12,6,4,14,12,1,4
69385,23,No,Travel_Frequently,Human Resources,2,3,Medical,3,Female,4,1,Manager,4,Single,165101,3,No,10,3,2,0,36,6,1,29,2,11,17
69386,40,No,Travel_Rarely,Human Resources,6,3,Other,4,Female,1,4,Healthcare Representative,3,Single,197296,8,No,22,3,1,3,29,5,2,20,3,12,15
69387,36,No,Non-Travel,Human Resources,29,3,Life Sciences,1,Female,3,2,Manufacturing Director,4,Divorced,202035,0,No,12,4,4,2,16,1,3,14,15,2,9
69388,48,No,Travel_Frequently,Research & Development,3,1,Other,1,Male,1,5,Laboratory Technician,3,Married,227278,0,No,16,3,4,1,9,1,3,28,12,14,16
69389,50,No,Non-Travel,Research & Development,1,3,Other,2,Female,3,3,Human Resources,1,Divorced,227416,2,No,11,3,3,3,34,0,4,2,10,5,17
69390,19,No,Non-Travel,Research & Development,17,3,Marketing,1,Female,3,1,Research Scientist,3,Married,171303,8,No,21,3,1,0,3,6,4,6,8,6,17
69391,32,Yes,Travel_Rarely,Human Resources,7,4,Marketing,4,Male,3,2,Human Resources,3,Divorced,230027,6,No,14,3,4,1,40,3,1,33,2,10,8
69392,28,No,Travel_Frequently,Human Resources,7,4,Technical Degree,3,Male,1,2,Laboratory Technician,3,Single,230427,2,No,21,4,1,1,30,3,4,39,17,2,12
69393,43,No,Travel_Rarely,Human Resources,9,1,Human Resources,2,Male,3,4,Research Scientist,1,Single,112029,3,Yes,15,3,4,1,38,3,4,14,2,4,6
69394,35,No,Non-Travel,Sales,20,1,Medical,2,Male,1,4,Manager,3,Married,196243,1,No,13,3,2,3,31,3,3,35,13,12,7
69395,18,No,Non-Travel,Sales,8,2,Other,1,Female,4,5,Healthcare Representative,1,Divorced,139287,5,No,22,3,3,0,26,1,3,31,6,10,9
69396,49,No,Travel_Rarely,Sales,4,1,Technical Degree,4,Male,1,2,Laboratory Technician,4,Divorced,196396,9,Yes,21,3,1,2,25,4,4,32,10,0,3
69397,21,No,Non-Travel,Sales,1,2,Marketing,3,Male,3,3,Laboratory Technician,3,Single,214558,7,No,12,3,4,1,3,2,1,13,13,11,15
69398,39,No,Travel_Rarely,Human Resources,24,3,Life Sciences,4,Female,2,5,Sales Executive,3,Divorced,222619,0,No,18,3,3,2,39,3,2,32,12,8,13
69399,53,No,Travel_Rarely,Human Resources,18,3,Marketing,4,Female,1,2,Manager,3,Divorced,178251,7,Yes,15,3,2,3,17,0,4,6,9,12,12
69400,46,No,Non-Travel,Human Resources,26,1,Medical,1,Female,3,2,Manager,1,Divorced,191046,3,No,18,3,1,3,5,5,4,34,13,3,1
69401,53,No,Travel_Rarely,Sales,26,2,Other,3,Female,3,1,Healthcare Representative,3,Divorced,186009,8,No,20,3,2,1,7,1,2,30,17,3,13
69402,50,No,Travel_Frequently,Human Resources,3,5,Human Resources,4,Male,4,1,Manager,1,Divorced,21964,9,No,17,4,4,1,20,0,3,27,6,3,14
69403,56,No,Travel_Frequently,Research & Development,26,3,Life Sciences,4,Female,3,5,Manager,4,Divorced,145389,6,No,12,4,2,2,15,4,2,7,7,1,17
69404,31,No,Non-Travel,Research & Development,18,5,Technical Degree,3,Male,1,5,Laboratory Technician,2,Married,73874,9,No,14,3,3,3,12,4,2,16,18,11,11
69405,54,No,Travel_Frequently,Human Resources,2,2,Life Sciences,1,Male,1,5,Healthcare Representative,4,Single,23522,0,Yes,21,3,2,3,38,1,2,32,5,4,15
69406,22,No,Travel_Rarely,Sales,8,5,Technical Degree,2,Female,2,1,Healthcare Representative,3,Divorced,70278,2,No,17,3,1,0,27,5,3,26,7,1,5
69407,39,No,Travel_Frequently,Sales,15,4,Marketing,4,Male,4,4,Laboratory Technician,2,Divorced,119710,1,No,10,3,2,3,11,2,3,35,4,3,9
69408,22,No,Non-Travel,Human Resources,29,5,Life Sciences,1,Male,1,1,Human Resources,1,Single,204348,6,No,24,4,3,3,23,2,3,37,0,10,4
69409,54,Yes,Travel_Rarely,Human Resources,19,4,Life Sciences,2,Female,3,1,Healthcare Representative,3,Single,239796,1,Yes,21,3,1,0,10,2,1,9,3,11,9
69410,55,No,Travel_Frequently,Research & Development,18,4,Other,1,Female,4,3,Manufacturing Director,2,Single,23021,5,No,24,3,4,3,34,3,4,3,5,5,1
69411,51,No,Travel_Rarely,Sales,14,3,Marketing,2,Female,1,1,Healthcare Representative,1,Divorced,246659,9,No,21,3,4,3,36,5,1,19,7,1,6
69412,32,No,Non-Travel,Sales,27,1,Life Sciences,2,Male,3,5,Manager,1,Divorced,18082,1,No,15,3,4,0,1,6,3,37,15,10,2
69413,54,No,Non-Travel,Research & Development,16,4,Medical,4,Male,3,3,Research Scientist,3,Divorced,240057,9,No,16,4,3,1,7,4,3,26,16,5,5
69414,44,No,Non-Travel,Research & Development,18,3,Other,1,Female,4,3,Research Scientist,4,Married,210774,6,No,25,4,1,2,32,4,4,14,0,5,6
69415,18,Yes,Non-Travel,Human Resources,23,3,Technical Degree,1,Male,2,3,Healthcare Representative,4,Married,36000,4,Yes,11,3,4,2,29,0,3,33,14,10,2
69416,46,No,Non-Travel,Research & Development,21,5,Marketing,1,Female,3,4,Research Scientist,3,Married,85899,7,Yes,24,3,4,2,12,4,2,25,0,13,14
69417,25,No,Travel_Rarely,Human Resources,18,2,Human Resources,3,Female,1,5,Manager,3,Divorced,171543,3,Yes,24,3,2,1,19,2,2,0,6,3,11
69418,50,No,Non-Travel,Human Resources,21,3,Technical Degree,3,Female,3,3,Laboratory Technician,3,Divorced,148910,5,No,11,4,1,0,12,1,3,31,2,5,4
69419,24,Yes,Non-Travel,Sales,18,1,Medical,2,Female,3,4,Manager,1,Single,203319,3,Yes,16,3,3,1,29,2,4,5,7,11,10
69420,46,Yes,Non-Travel,Human Resources,15,3,Technical Degree,4,Male,1,1,Manufacturing Director,3,Divorced,132051,5,No,23,3,3,3,29,6,3,6,17,7,5
69421,48,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Divorced,208470,0,No,25,3,4,0,20,3,3,29,0,7,13
69422,55,Yes,Non-Travel,Sales,15,3,Marketing,2,Male,4,2,Laboratory Technician,3,Married,77583,8,No,14,3,4,2,25,6,4,31,1,7,3
69423,25,No,Travel_Frequently,Human Resources,27,1,Technical Degree,4,Male,3,2,Manufacturing Director,3,Single,58136,3,Yes,12,3,4,0,31,2,4,39,15,11,11
69424,48,No,Travel_Frequently,Sales,15,1,Other,3,Female,4,1,Research Scientist,4,Married,105285,1,Yes,19,3,2,3,11,3,4,20,9,13,9
69425,54,No,Travel_Frequently,Human Resources,20,2,Life Sciences,1,Female,1,1,Research Scientist,1,Married,195478,1,Yes,17,3,1,2,11,1,1,28,13,3,8
69426,32,Yes,Travel_Rarely,Sales,23,4,Technical Degree,2,Female,1,1,Healthcare Representative,4,Divorced,240177,8,Yes,25,3,3,2,8,1,2,1,15,14,0
69427,49,Yes,Travel_Frequently,Research & Development,14,2,Human Resources,4,Male,4,1,Manager,2,Single,209709,4,No,17,3,3,0,34,1,4,10,2,9,4
69428,43,No,Travel_Rarely,Human Resources,23,2,Human Resources,1,Female,3,1,Manufacturing Director,3,Married,229480,1,Yes,23,3,1,3,20,4,1,21,10,1,7
69429,28,No,Travel_Frequently,Sales,9,2,Life Sciences,1,Female,1,3,Laboratory Technician,1,Single,220046,2,No,24,3,4,3,0,3,4,10,12,14,16
69430,40,Yes,Non-Travel,Human Resources,9,1,Life Sciences,1,Female,2,1,Manager,3,Divorced,168901,9,No,25,3,2,2,28,1,4,2,8,8,1
69431,51,No,Non-Travel,Human Resources,1,1,Human Resources,1,Male,4,2,Human Resources,4,Single,183950,2,No,23,3,3,1,25,6,2,35,16,0,5
69432,50,Yes,Travel_Rarely,Sales,4,1,Technical Degree,3,Male,3,4,Manufacturing Director,3,Married,208669,6,No,10,3,2,0,14,3,2,39,18,15,1
69433,34,No,Travel_Rarely,Human Resources,26,5,Medical,3,Female,4,1,Human Resources,2,Divorced,111012,5,Yes,17,4,3,3,3,4,2,22,2,11,13
69434,50,No,Travel_Frequently,Human Resources,16,1,Life Sciences,1,Female,3,2,Research Scientist,3,Married,142063,4,No,16,3,2,0,38,1,3,3,11,7,1
69435,19,No,Travel_Frequently,Research & Development,13,1,Marketing,4,Male,3,1,Research Scientist,3,Divorced,217825,3,No,21,4,4,2,26,5,1,6,5,0,7
69436,21,No,Travel_Frequently,Sales,7,4,Human Resources,4,Female,3,2,Sales Executive,4,Divorced,161386,4,No,19,4,1,0,11,0,1,16,5,13,8
69437,29,No,Travel_Frequently,Sales,25,4,Technical Degree,1,Female,3,2,Research Scientist,2,Married,115362,4,No,15,3,1,2,9,1,4,38,5,0,0
69438,46,No,Travel_Rarely,Human Resources,1,2,Life Sciences,2,Female,3,2,Healthcare Representative,1,Married,146865,2,Yes,15,3,1,2,23,6,3,40,15,7,7
69439,59,No,Non-Travel,Research & Development,28,3,Medical,4,Male,4,2,Healthcare Representative,3,Married,25860,5,No,17,3,1,3,27,3,4,38,12,5,14
69440,59,Yes,Non-Travel,Sales,24,4,Medical,4,Male,3,3,Manager,4,Divorced,30987,9,Yes,18,3,3,1,14,3,3,17,10,5,6
69441,60,No,Non-Travel,Human Resources,28,2,Medical,2,Male,4,5,Manager,3,Single,119281,9,No,19,3,4,3,1,4,2,23,18,11,0
69442,56,No,Travel_Rarely,Sales,7,3,Marketing,3,Male,2,5,Manufacturing Director,3,Divorced,205559,1,No,16,3,2,1,1,0,2,34,0,9,14
69443,59,No,Travel_Frequently,Human Resources,23,2,Human Resources,2,Male,1,5,Human Resources,2,Single,169115,9,No,16,3,4,0,0,5,3,8,10,2,15
69444,36,No,Travel_Rarely,Sales,3,5,Other,1,Female,3,5,Sales Executive,4,Divorced,169316,6,No,21,3,2,3,37,5,1,6,17,6,11
69445,19,No,Travel_Frequently,Human Resources,18,4,Other,1,Male,3,1,Laboratory Technician,1,Divorced,196721,4,No,21,3,4,2,35,0,2,34,13,10,16
69446,24,No,Travel_Frequently,Research & Development,5,2,Life Sciences,3,Male,4,4,Manufacturing Director,1,Divorced,230127,1,Yes,20,3,2,1,37,0,2,8,18,12,0
69447,39,No,Travel_Frequently,Human Resources,27,2,Technical Degree,1,Female,4,4,Manufacturing Director,3,Married,197879,9,No,25,3,1,1,31,4,4,33,14,15,7
69448,28,No,Travel_Frequently,Research & Development,21,2,Marketing,2,Male,3,4,Human Resources,2,Divorced,15215,6,No,12,3,1,0,2,3,1,10,16,0,16
69449,50,No,Travel_Frequently,Sales,16,2,Other,1,Female,1,4,Human Resources,3,Divorced,28799,1,No,23,3,2,2,26,0,1,22,8,11,13
69450,37,No,Travel_Frequently,Human Resources,5,5,Human Resources,1,Female,3,5,Laboratory Technician,1,Divorced,208115,4,No,10,3,3,3,27,0,3,33,4,1,13
69451,22,No,Non-Travel,Human Resources,2,3,Marketing,1,Male,2,5,Laboratory Technician,4,Divorced,94431,9,No,17,3,1,2,20,5,1,15,18,5,0
69452,21,No,Travel_Rarely,Research & Development,20,2,Life Sciences,2,Male,4,3,Manager,3,Divorced,228965,1,Yes,13,3,1,2,21,6,2,22,0,15,16
69453,31,No,Travel_Frequently,Human Resources,15,3,Technical Degree,4,Female,1,2,Human Resources,2,Divorced,181739,6,Yes,22,3,4,3,20,5,3,30,1,12,4
69454,20,No,Non-Travel,Sales,19,2,Other,2,Male,2,2,Manager,1,Divorced,219012,4,Yes,20,4,2,3,40,0,2,38,1,11,0
69455,35,No,Non-Travel,Research & Development,16,3,Marketing,4,Female,4,3,Manager,2,Married,245924,1,No,15,3,3,1,34,2,3,3,15,15,13
69456,44,No,Travel_Rarely,Sales,8,5,Other,4,Female,2,5,Healthcare Representative,1,Single,128883,4,Yes,14,4,3,2,29,6,1,3,5,3,2
69457,21,No,Travel_Frequently,Sales,19,5,Technical Degree,1,Male,2,2,Manufacturing Director,1,Married,57704,4,No,21,3,3,3,1,2,1,8,13,2,13
69458,20,No,Travel_Rarely,Sales,9,1,Technical Degree,1,Male,1,2,Manager,2,Divorced,21513,8,Yes,14,3,2,1,27,5,4,3,7,11,7
69459,44,No,Travel_Rarely,Sales,4,1,Human Resources,3,Female,3,1,Laboratory Technician,1,Divorced,118055,2,No,22,3,4,1,32,3,1,12,18,0,3
69460,45,No,Non-Travel,Human Resources,16,3,Human Resources,3,Female,4,3,Laboratory Technician,4,Divorced,244487,1,No,11,3,2,3,33,6,2,12,11,12,1
69461,39,No,Non-Travel,Human Resources,3,4,Human Resources,2,Male,3,5,Sales Executive,4,Married,160005,9,No,19,3,3,0,17,4,4,13,12,2,15
69462,59,No,Travel_Frequently,Sales,5,1,Marketing,4,Male,1,4,Research Scientist,1,Single,107788,8,No,19,3,3,3,12,5,4,0,16,7,4
69463,46,No,Non-Travel,Sales,22,4,Human Resources,3,Male,3,4,Healthcare Representative,2,Single,104470,8,Yes,14,3,2,0,21,4,3,14,17,13,8
69464,33,Yes,Non-Travel,Sales,17,2,Medical,4,Female,1,1,Laboratory Technician,4,Married,45767,4,No,24,3,4,2,5,0,3,27,2,10,13
69465,52,No,Travel_Rarely,Sales,5,5,Medical,4,Female,2,2,Human Resources,4,Divorced,117234,3,No,12,3,1,0,9,1,3,36,15,14,16
69466,36,No,Travel_Frequently,Sales,16,1,Life Sciences,4,Male,1,2,Human Resources,1,Married,105168,7,No,24,3,3,2,5,5,4,40,7,9,16
69467,47,No,Travel_Frequently,Human Resources,24,3,Other,4,Male,4,3,Healthcare Representative,1,Married,67129,1,Yes,22,3,3,0,25,4,4,33,1,15,14
69468,32,No,Travel_Frequently,Human Resources,9,1,Human Resources,2,Female,4,1,Manager,3,Single,43983,3,Yes,16,4,1,1,6,3,2,12,6,2,4
69469,22,No,Travel_Rarely,Sales,9,3,Other,2,Male,4,2,Laboratory Technician,2,Divorced,54101,0,No,16,3,1,0,22,5,3,30,14,2,9
69470,48,No,Travel_Rarely,Sales,4,4,Technical Degree,1,Female,3,1,Manufacturing Director,3,Single,166780,8,Yes,13,3,1,2,29,0,4,27,1,2,14
69471,60,No,Travel_Rarely,Human Resources,29,5,Marketing,4,Male,4,5,Manufacturing Director,2,Divorced,175536,7,No,17,3,1,3,28,1,2,6,18,1,4
69472,48,No,Travel_Frequently,Research & Development,10,1,Other,2,Male,1,4,Research Scientist,3,Single,31765,9,No,25,3,1,2,11,3,1,32,15,11,13
69473,26,No,Travel_Frequently,Sales,12,1,Medical,4,Female,3,2,Manager,3,Single,96927,2,No,15,3,4,2,31,0,4,18,2,6,17
69474,30,No,Travel_Rarely,Research & Development,22,5,Human Resources,2,Female,3,2,Healthcare Representative,4,Divorced,239260,9,Yes,10,3,3,3,13,3,4,11,10,5,0
69475,60,No,Travel_Rarely,Sales,16,2,Other,3,Male,4,5,Manager,3,Married,51159,0,No,12,3,2,2,1,4,2,31,18,11,16
69476,38,Yes,Non-Travel,Human Resources,15,3,Technical Degree,1,Female,2,2,Human Resources,3,Single,193884,0,Yes,24,3,2,1,13,4,2,2,8,13,2
69477,48,No,Travel_Rarely,Human Resources,30,4,Other,1,Male,4,3,Manager,3,Divorced,122703,2,No,22,3,3,0,38,2,4,8,2,12,1
69478,18,No,Travel_Frequently,Research & Development,30,1,Life Sciences,4,Female,1,2,Manufacturing Director,1,Married,246561,0,No,21,3,2,3,21,4,2,7,15,10,7
69479,58,No,Travel_Rarely,Research & Development,15,1,Medical,2,Female,4,3,Healthcare Representative,3,Single,75278,7,No,23,3,3,3,39,6,4,6,10,5,10
69480,30,No,Non-Travel,Sales,7,1,Human Resources,1,Female,2,1,Sales Executive,3,Married,138736,1,Yes,14,3,4,0,24,4,1,22,6,2,2
69481,51,No,Travel_Frequently,Human Resources,1,3,Life Sciences,1,Male,1,4,Manager,4,Single,40103,2,No,14,3,2,0,15,3,1,3,3,5,16
69482,53,No,Travel_Rarely,Research & Development,10,1,Other,1,Female,1,2,Manager,2,Single,41330,2,No,18,3,1,0,6,5,2,22,5,15,15
69483,33,No,Travel_Frequently,Research & Development,5,4,Marketing,2,Female,2,4,Sales Executive,3,Married,179964,8,No,18,3,2,2,21,6,1,20,1,4,0
69484,27,No,Travel_Frequently,Research & Development,4,4,Marketing,1,Female,2,4,Sales Executive,2,Single,110062,9,Yes,12,3,4,1,10,2,1,10,8,0,9
69485,55,No,Travel_Frequently,Sales,22,2,Marketing,2,Female,2,5,Human Resources,1,Single,205853,0,No,18,3,4,0,13,1,1,35,10,7,15
69486,58,No,Non-Travel,Human Resources,22,4,Life Sciences,2,Female,2,2,Manager,4,Single,103571,4,Yes,22,3,4,2,18,1,1,9,9,4,12
69487,51,No,Non-Travel,Sales,26,1,Life Sciences,1,Male,2,2,Manager,3,Single,81686,2,No,12,3,1,2,17,0,2,30,10,0,14
69488,42,No,Travel_Frequently,Human Resources,28,2,Marketing,3,Male,4,1,Healthcare Representative,4,Divorced,214582,5,Yes,14,3,2,1,34,3,1,27,5,10,7
69489,18,No,Non-Travel,Sales,27,2,Marketing,1,Female,3,5,Human Resources,2,Divorced,201158,8,No,17,3,4,2,36,1,2,36,15,13,8
69490,29,No,Non-Travel,Human Resources,3,1,Life Sciences,2,Male,4,2,Sales Executive,1,Divorced,228378,8,Yes,10,3,4,3,32,2,4,38,8,3,7
69491,39,No,Travel_Frequently,Sales,16,3,Human Resources,2,Male,2,4,Research Scientist,4,Married,234751,0,Yes,16,3,4,2,5,3,3,40,13,8,14
69492,39,No,Non-Travel,Human Resources,25,1,Human Resources,3,Female,2,3,Research Scientist,1,Divorced,222139,5,Yes,12,3,2,1,33,6,4,19,4,3,4
69493,19,No,Travel_Frequently,Human Resources,14,1,Other,4,Female,4,3,Manager,1,Single,241704,1,No,12,3,3,2,11,1,1,20,6,9,14
69494,25,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,4,2,Manufacturing Director,2,Divorced,231145,1,No,16,3,3,1,25,0,1,38,13,1,17
69495,50,No,Travel_Rarely,Research & Development,13,2,Marketing,2,Female,1,2,Sales Executive,4,Divorced,134197,2,No,18,3,3,3,35,5,3,14,4,15,3
69496,22,Yes,Non-Travel,Sales,1,2,Medical,4,Male,3,4,Healthcare Representative,4,Single,23639,9,No,25,3,2,0,18,4,4,21,14,9,7
69497,27,No,Travel_Frequently,Research & Development,13,4,Marketing,1,Female,1,1,Laboratory Technician,4,Divorced,212201,0,No,13,3,3,1,35,1,3,14,2,2,7
69498,20,No,Non-Travel,Research & Development,30,1,Life Sciences,2,Female,4,5,Sales Executive,2,Single,94711,1,No,11,3,3,0,34,1,2,14,14,6,12
69499,28,No,Travel_Rarely,Human Resources,19,2,Technical Degree,3,Female,2,2,Healthcare Representative,4,Divorced,104350,3,Yes,14,3,1,2,18,5,3,19,16,6,11
69500,47,No,Travel_Frequently,Human Resources,1,2,Technical Degree,3,Male,4,1,Sales Executive,4,Single,56361,4,Yes,14,4,3,2,3,3,4,21,6,10,17
69501,45,Yes,Non-Travel,Sales,14,3,Other,3,Male,3,2,Sales Executive,2,Single,245399,2,Yes,10,3,2,3,10,5,3,4,0,6,13
